State/UT,Year,Social Status,Male,Female,Total
DELHI (UT),2002,Widowed/Widower,15,9,24
DELHI (UT),2002,Divorcee,0,3,3
DELHI (UT),2002,Seperated,22,14,36
DELHI (UT),2002,Total,643,410,1053
DELHI (UT),2003,Never Married,232,122,354
DELHI (UT),2003,Married,471,272,743
DELHI (UT),2003,Widowed/Widower,4,6,10
DELHI (UT),2003,Divorcee,0,4,4
DELHI (UT),2003,Seperated,34,8,42
DELHI (UT),2003,Total,741,412,1153
DELHI (UT),2004,Never Married,263,175,438
DELHI (UT),2004,Married,508,270,778
DELHI (UT),2004,Widowed/Widower,10,2,12
DELHI (UT),2004,Divorcee,1,1,2
DELHI (UT),2004,Seperated,17,9,26
DELHI (UT),2004,Total,799,457,1256
DELHI (UT),2005,Never Married,218,150,368
DELHI (UT),2005,Married,501,301,802
DELHI (UT),2005,Widowed/Widower,10,4,14
DELHI (UT),2005,Divorcee,0,0,0
DELHI (UT),2005,Seperated,48,13,61
DELHI (UT),2005,Total,777,468,1245
DELHI (UT),2006,Never Married,241,158,399
DELHI (UT),2006,Married,656,358,1014
DELHI (UT),2006,Widowed/Widower,7,3,10
DELHI (UT),2006,Divorcee,0,1,1
DELHI (UT),2006,Seperated,56,12,68
DELHI (UT),2006,Total,960,532,1492
DELHI (UT),2007,Never Married,253,162,415
DELHI (UT),2007,Married,661,334,995
DELHI (UT),2007,Widowed/Widower,12,2,14
DELHI (UT),2007,Divorcee,1,1,2
DELHI (UT),2007,Seperated,39,16,55
DELHI (UT),2007,Total,966,515,1481
DELHI (UT),2008,Never Married,216,157,373
DELHI (UT),2008,Married,516,309,825
DELHI (UT),2008,Widowed/Widower,36,18,54
DELHI (UT),2008,Divorcee,3,3,6
DELHI (UT),2008,Seperated,24,21,45
DELHI (UT),2008,Total,795,508,1303
DELHI (UT),2009,Never Married,240,160,400
DELHI (UT),2009,Married,615,357,972
DELHI (UT),2009,Widowed/Widower,27,10,37
DELHI (UT),2009,Divorcee,5,0,5
DELHI (UT),2009,Seperated,46,17,63
DELHI (UT),2009,Total,933,544,1477
DELHI (UT),2010,Never Married,264,164,428
DELHI (UT),2010,Married,624,392,1016
DELHI (UT),2010,Widowed/Widower,17,6,23
DELHI (UT),2010,Divorcee,10,4,14
DELHI (UT),2010,Seperated,46,16,62
DELHI (UT),2010,Total,961,582,1543
DELHI (UT),2011,Never Married,348,182,530
DELHI (UT),2011,Married,742,337,1079
DELHI (UT),2011,Widowed/Widower,24,6,30
DELHI (UT),2011,Divorcee,3,3,6
DELHI (UT),2011,Seperated,51,20,71
DELHI (UT),2011,Total,1168,548,1716
DELHI (UT),2012,Never Married,405,216,621
DELHI (UT),2012,Married,793,405,1198
DELHI (UT),2012,Widowed/Widower,7,7,14
DELHI (UT),2012,Divorcee,1,2,3
DELHI (UT),2012,Seperated,40,23,63
DELHI (UT),2012,Total,1246,653,1899
LAKSHADWEEP,2001,Never Married,0,0,0
LAKSHADWEEP,2001,Married,0,0,0
LAKSHADWEEP,2001,Widowed/Widower,0,0,0
LAKSHADWEEP,2001,Divorcee,0,0,0
LAKSHADWEEP,2001,Seperated,0,0,0
LAKSHADWEEP,2001,Total,0,0,0
LAKSHADWEEP,2002,Never Married,0,0,0
LAKSHADWEEP,2002,Married,0,0,0
LAKSHADWEEP,2002,Widowed/Widower,0,0,0
LAKSHADWEEP,2002,Divorcee,0,0,0
LAKSHADWEEP,2002,Seperated,0,0,0
LAKSHADWEEP,2002,Total,0,0,0
LAKSHADWEEP,2003,Never Married,0,0,0
LAKSHADWEEP,2003,Married,1,1,2
LAKSHADWEEP,2003,Widowed/Widower,0,0,0
LAKSHADWEEP,2003,Divorcee,0,0,0
LAKSHADWEEP,2003,Seperated,0,0,0
LAKSHADWEEP,2003,Total,1,1,2
LAKSHADWEEP,2004,Never Married,0,0,0
LAKSHADWEEP,2004,Married,0,0,0
LAKSHADWEEP,2004,Widowed/Widower,0,0,0
LAKSHADWEEP,2004,Divorcee,0,0,0
LAKSHADWEEP,2004,Seperated,0,0,0
LAKSHADWEEP,2004,Total,0,0,0
LAKSHADWEEP,2005,Never Married,0,0,0
LAKSHADWEEP,2005,Married,0,0,0
LAKSHADWEEP,2005,Widowed/Widower,0,0,0
LAKSHADWEEP,2005,Divorcee,0,0,0
LAKSHADWEEP,2005,Seperated,0,0,0
LAKSHADWEEP,2005,Total,0,0,0
LAKSHADWEEP,2006,Never Married,0,0,0
LAKSHADWEEP,2006,Married,1,1,2
LAKSHADWEEP,2006,Widowed/Widower,0,0,0
LAKSHADWEEP,2006,Divorcee,0,0,0
LAKSHADWEEP,2006,Seperated,0,0,0
LAKSHADWEEP,2006,Total,1,1,2
LAKSHADWEEP,2007,Never Married,0,0,0
LAKSHADWEEP,2007,Married,1,2,3
LAKSHADWEEP,2007,Widowed/Widower,0,0,0
LAKSHADWEEP,2007,Divorcee,0,0,0
LAKSHADWEEP,2007,Seperated,0,0,0
LAKSHADWEEP,2007,Total,1,2,3
LAKSHADWEEP,2008,Never Married,0,0,0
LAKSHADWEEP,2008,Married,0,0,0
LAKSHADWEEP,2008,Widowed/Widower,0,0,0
LAKSHADWEEP,2008,Divorcee,0,0,0
LAKSHADWEEP,2008,Seperated,0,0,0
LAKSHADWEEP,2008,Total,0,0,0
LAKSHADWEEP,2009,Never Married,0,0,0
LAKSHADWEEP,2009,Married,0,1,1
LAKSHADWEEP,2009,Widowed/Widower,0,0,0
LAKSHADWEEP,2009,Divorcee,0,0,0
LAKSHADWEEP,2009,Seperated,0,0,0
LAKSHADWEEP,2009,Total,0,1,1
LAKSHADWEEP,2010,Never Married,0,0,0
LAKSHADWEEP,2010,Married,0,1,1
LAKSHADWEEP,2010,Widowed/Widower,0,0,0
LAKSHADWEEP,2010,Divorcee,0,0,0
LAKSHADWEEP,2010,Seperated,0,0,0
LAKSHADWEEP,2010,Total,0,1,1
LAKSHADWEEP,2011,Never Married,0,0,0
LAKSHADWEEP,2011,Married,0,0,0
LAKSHADWEEP,2011,Widowed/Widower,0,0,0
LAKSHADWEEP,2011,Divorcee,0,0,0
LAKSHADWEEP,2011,Seperated,0,0,0
LAKSHADWEEP,2011,Total,0,0,0
LAKSHADWEEP,2012,Never Married,0,0,0
LAKSHADWEEP,2012,Married,1,0,1
LAKSHADWEEP,2012,Widowed/Widower,0,0,0
LAKSHADWEEP,2012,Divorcee,0,0,0
LAKSHADWEEP,2012,Seperated,0,0,0
LAKSHADWEEP,2012,Total,1,0,1
PUDUCHERRY,2001,Never Married,42,63,105
PUDUCHERRY,2001,Married,281,135,416
PUDUCHERRY,2001,Widowed/Widower,0,8,8
PUDUCHERRY,2001,Divorcee,0,0,0
PUDUCHERRY,2001,Seperated,0,0,0
PUDUCHERRY,2001,Total,323,206,529
PUDUCHERRY,2002,Never Married,86,41,127
PUDUCHERRY,2002,Married,324,108,432
PUDUCHERRY,2002,Widowed/Widower,0,8,8
PUDUCHERRY,2002,Divorcee,0,0,0
PUDUCHERRY,2002,Seperated,0,0,0
PUDUCHERRY,2002,Total,410,157,567
PUDUCHERRY,2003,Never Married,98,72,170
PUDUCHERRY,2003,Married,288,113,401
PUDUCHERRY,2003,Widowed/Widower,2,9,11
PUDUCHERRY,2003,Divorcee,0,0,0
PUDUCHERRY,2003,Seperated,0,0,0
PUDUCHERRY,2003,Total,388,194,582
PUDUCHERRY,2004,Never Married,61,62,123
PUDUCHERRY,2004,Married,275,124,399
PUDUCHERRY,2004,Widowed/Widower,2,15,17
PUDUCHERRY,2004,Divorcee,0,0,0
PUDUCHERRY,2004,Seperated,0,0,0
PUDUCHERRY,2004,Total,338,201,539
PUDUCHERRY,2005,Never Married,78,60,138
PUDUCHERRY,2005,Married,262,124,386
PUDUCHERRY,2005,Widowed/Widower,0,14,14
PUDUCHERRY,2005,Divorcee,0,0,0
PUDUCHERRY,2005,Seperated,0,0,0
PUDUCHERRY,2005,Total,340,198,538
PUDUCHERRY,2006,Never Married,82,63,145
PUDUCHERRY,2006,Married,260,110,370
PUDUCHERRY,2006,Widowed/Widower,7,4,11
PUDUCHERRY,2006,Divorcee,0,0,0
PUDUCHERRY,2006,Seperated,0,0,0
PUDUCHERRY,2006,Total,349,177,526
PUDUCHERRY,2007,Never Married,65,74,139
PUDUCHERRY,2007,Married,254,113,367
PUDUCHERRY,2007,Widowed/Widower,0,11,11
PUDUCHERRY,2007,Divorcee,0,0,0
PUDUCHERRY,2007,Seperated,0,0,0
PUDUCHERRY,2007,Total,319,198,517
PUDUCHERRY,2008,Never Married,87,57,144
PUDUCHERRY,2008,Married,247,107,354
PUDUCHERRY,2008,Widowed/Widower,0,9,9
PUDUCHERRY,2008,Divorcee,0,0,0
PUDUCHERRY,2008,Seperated,0,0,0
PUDUCHERRY,2008,Total,334,173,507
PUDUCHERRY,2009,Never Married,71,61,132
PUDUCHERRY,2009,Married,255,121,376
PUDUCHERRY,2009,Widowed/Widower,0,10,10
PUDUCHERRY,2009,Divorcee,0,0,0
PUDUCHERRY,2009,Seperated,0,0,0
PUDUCHERRY,2009,Total,326,192,518
PUDUCHERRY,2010,Never Married,72,53,125
PUDUCHERRY,2010,Married,261,107,368
PUDUCHERRY,2010,Widowed/Widower,0,15,15
PUDUCHERRY,2010,Divorcee,0,0,0
PUDUCHERRY,2010,Seperated,0,0,0
PUDUCHERRY,2010,Total,333,175,508
PUDUCHERRY,2011,Never Married,92,46,138
PUDUCHERRY,2011,Married,304,102,406
PUDUCHERRY,2011,Widowed/Widower,0,13,13
PUDUCHERRY,2011,Divorcee,0,0,0
PUDUCHERRY,2011,Seperated,0,0,0
PUDUCHERRY,2011,Total,396,161,557
PUDUCHERRY,2012,Never Married,80,46,126
PUDUCHERRY,2012,Married,292,106,398
PUDUCHERRY,2012,Widowed/Widower,0,17,17
PUDUCHERRY,2012,Divorcee,0,0,0
PUDUCHERRY,2012,Seperated,0,0,0
PUDUCHERRY,2012,Total,372,169,541
TOTAL (UTs),2001,Never Married,276,208,484
TOTAL (UTs),2001,Married,910,579,1489
TOTAL (UTs),2001,Widowed/Widower,12,17,29
TOTAL (UTs),2001,Divorcee,0,1,1
TOTAL (UTs),2001,Seperated,18,10,28
TOTAL (UTs),2001,Total,1216,815,2031
TOTAL (UTs),2002,Never Married,325,186,511
TOTAL (UTs),2002,Married,882,453,1335
TOTAL (UTs),2002,Widowed/Widower,15,18,33
TOTAL (UTs),2002,Divorcee,0,3,3
TOTAL (UTs),2002,Seperated,22,14,36
TOTAL (UTs),2002,Total,1244,674,1918
TOTAL (UTs),2003,Never Married,383,225,608
TOTAL (UTs),2003,Married,889,460,1349
TOTAL (UTs),2003,Widowed/Widower,9,15,24
TOTAL (UTs),2003,Divorcee,0,5,5
TOTAL (UTs),2003,Seperated,35,8,43
TOTAL (UTs),2003,Total,1316,713,2029
TOTAL (UTs),2004,Never Married,372,266,638
TOTAL (UTs),2004,Married,892,456,1348
TOTAL (UTs),2004,Widowed/Widower,12,17,29
TOTAL (UTs),2004,Divorcee,2,1,3
TOTAL (UTs),2004,Seperated,17,9,26
TOTAL (UTs),2004,Total,1295,749,2044
TOTAL (UTs),2005,Never Married,362,246,608
TOTAL (UTs),2005,Married,910,502,1412
TOTAL (UTs),2005,Widowed/Widower,11,19,30
TOTAL (UTs),2005,Divorcee,0,0,0
TOTAL (UTs),2005,Seperated,49,13,62
TOTAL (UTs),2005,Total,1332,780,2112
TOTAL (UTs),2006,Never Married,412,256,668
TOTAL (UTs),2006,Married,1015,522,1537
TOTAL (UTs),2006,Widowed/Widower,15,7,22
TOTAL (UTs),2006,Divorcee,0,1,1
TOTAL (UTs),2006,Seperated,57,12,69
TOTAL (UTs),2006,Total,1499,798,2297
TOTAL (UTs),2007,Never Married,390,271,661
TOTAL (UTs),2007,Married,1053,533,1586
TOTAL (UTs),2007,Widowed/Widower,12,13,25
TOTAL (UTs),2007,Divorcee,1,1,2
TOTAL (UTs),2007,Seperated,40,16,56
TOTAL (UTs),2007,Total,1496,834,2330
TOTAL (UTs),2008,Never Married,362,241,603
TOTAL (UTs),2008,Married,905,488,1393
TOTAL (UTs),2008,Widowed/Widower,36,30,66
TOTAL (UTs),2008,Divorcee,4,4,8
TOTAL (UTs),2008,Seperated,24,21,45
TOTAL (UTs),2008,Total,1331,784,2115
TOTAL (UTs),2009,Never Married,357,260,617
TOTAL (UTs),2009,Married,997,546,1543
TOTAL (UTs),2009,Widowed/Widower,29,23,52
TOTAL (UTs),2009,Divorcee,5,1,6
TOTAL (UTs),2009,Seperated,46,17,63
TOTAL (UTs),2009,Total,1434,847,2281
TOTAL (UTs),2010,Never Married,409,259,668
TOTAL (UTs),2010,Married,1004,577,1581
TOTAL (UTs),2010,Widowed/Widower,21,23,44
TOTAL (UTs),2010,Divorcee,11,5,16
TOTAL (UTs),2010,Seperated,48,16,64
TOTAL (UTs),2010,Total,1493,880,2373
TOTAL (UTs),2011,Never Married,503,277,780
TOTAL (UTs),2011,Married,1191,512,1703
TOTAL (UTs),2011,Widowed/Widower,24,21,45
TOTAL (UTs),2011,Divorcee,3,4,7
TOTAL (UTs),2011,Seperated,53,22,75
TOTAL (UTs),2011,Total,1774,836,2610
TOTAL (UTs),2012,Never Married,569,302,871
TOTAL (UTs),2012,Married,1220,586,1806
TOTAL (UTs),2012,Widowed/Widower,7,24,31
TOTAL (UTs),2012,Divorcee,2,3,5
TOTAL (UTs),2012,Seperated,42,23,65
TOTAL (UTs),2012,Total,1840,938,2778
TOTAL (ALL INDIA),2001,Never Married,14480,9583,24063
TOTAL (ALL INDIA),2001,Married,46842,28281,75123
TOTAL (ALL INDIA),2001,Widowed/Widower,2377,2548,4925
TOTAL (ALL INDIA),2001,Divorcee,708,643,1351
TOTAL (ALL INDIA),2001,Seperated,1907,1137,3044
TOTAL (ALL INDIA),2001,Total,66314,42192,108506
TOTAL (ALL INDIA),2002,Never Married,15026,9225,24251
TOTAL (ALL INDIA),2002,Married,48409,26936,75345
TOTAL (ALL INDIA),2002,Widowed/Widower,3326,3025,6351
TOTAL (ALL INDIA),2002,Divorcee,684,675,1359
TOTAL (ALL INDIA),2002,Seperated,1887,1224,3111
TOTAL (ALL INDIA),2002,Total,69332,41085,110417
TOTAL (ALL INDIA),2003,Never Married,15339,8798,24137
TOTAL (ALL INDIA),2003,Married,49545,27603,77148
TOTAL (ALL INDIA),2003,Widowed/Widower,2919,2568,5487
TOTAL (ALL INDIA),2003,Divorcee,588,539,1127
TOTAL (ALL INDIA),2003,Seperated,1830,1122,2952
TOTAL (ALL INDIA),2003,Total,70221,40630,110851
TOTAL (ALL INDIA),2004,Never Married,15769,8823,24592
TOTAL (ALL INDIA),2004,Married,51623,28045,79668
TOTAL (ALL INDIA),2004,Widowed/Widower,2363,2377,4740
TOTAL (ALL INDIA),2004,Divorcee,665,532,1197
TOTAL (ALL INDIA),2004,Seperated,2231,1269,3500
TOTAL (ALL INDIA),2004,Total,72651,41046,113697
TOTAL (ALL INDIA),2005,Never Married,15292,8618,23910
TOTAL (ALL INDIA),2005,Married,52483,28188,80671
TOTAL (ALL INDIA),2005,Widowed/Widower,2664,2407,5071
TOTAL (ALL INDIA),2005,Divorcee,559,562,1121
TOTAL (ALL INDIA),2005,Seperated,1918,1223,3141
TOTAL (ALL INDIA),2005,Total,72916,40998,113914
TOTAL (ALL INDIA),2006,Never Married,15607,8812,24419
TOTAL (ALL INDIA),2006,Married,55452,29869,85321
TOTAL (ALL INDIA),2006,Widowed/Widower,2397,2227,4624
TOTAL (ALL INDIA),2006,Divorcee,514,588,1102
TOTAL (ALL INDIA),2006,Seperated,1732,914,2646
TOTAL (ALL INDIA),2006,Total,75702,42410,118112
TOTAL (ALL INDIA),2007,Never Married,16445,9009,25454
TOTAL (ALL INDIA),2007,Married,57593,30064,87657
TOTAL (ALL INDIA),2007,Widowed/Widower,2654,2354,5008
TOTAL (ALL INDIA),2007,Divorcee,526,644,1170
TOTAL (ALL INDIA),2007,Seperated,2077,1271,3348
TOTAL (ALL INDIA),2007,Total,79295,43342,122637
TOTAL (ALL INDIA),2008,Never Married,17809,9835,27644
TOTAL (ALL INDIA),2008,Married,57639,30224,87863
TOTAL (ALL INDIA),2008,Widowed/Widower,2635,2731,5366
TOTAL (ALL INDIA),2008,Divorcee,730,677,1407
TOTAL (ALL INDIA),2008,Seperated,1731,1006,2737
TOTAL (ALL INDIA),2008,Total,80544,44473,125017
TOTAL (ALL INDIA),2009,Never Married,17738,10063,27801
TOTAL (ALL INDIA),2009,Married,58192,31300,89492
TOTAL (ALL INDIA),2009,Widowed/Widower,2848,2674,5522
TOTAL (ALL INDIA),2009,Divorcee,635,613,1248
TOTAL (ALL INDIA),2009,Seperated,2058,1030,3088
TOTAL (ALL INDIA),2009,Total,81471,45680,127151
TOTAL (ALL INDIA),2010,Never Married,19702,11108,30810
TOTAL (ALL INDIA),2010,Married,61453,31754,93207
TOTAL (ALL INDIA),2010,Widowed/Widower,2777,2371,5148
TOTAL (ALL INDIA),2010,Divorcee,735,782,1517
TOTAL (ALL INDIA),2010,Seperated,2513,1404,3917
TOTAL (ALL INDIA),2010,Total,87180,47419,134599
TOTAL (ALL INDIA),2011,Never Married,19907,10756,30663
TOTAL (ALL INDIA),2011,Married,62433,32582,95015
TOTAL (ALL INDIA),2011,Widowed/Widower,2566,2354,4920
TOTAL (ALL INDIA),2011,Divorcee,554,729,1283
TOTAL (ALL INDIA),2011,Seperated,2379,1325,3704
TOTAL (ALL INDIA),2011,Total,87839,47746,135585
TOTAL (ALL INDIA),2012,Never Married,19727,10830,30557
TOTAL (ALL INDIA),2012,Married,63343,31921,95264
TOTAL (ALL INDIA),2012,Widowed/Widower,2658,2293,4951
TOTAL (ALL INDIA),2012,Divorcee,682,708,1390
TOTAL (ALL INDIA),2012,Seperated,2043,1240,3283
