State/UT,Year,Cause,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Total
ARUNACHAL PRADESH,2002,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By Drowning,0,0,1,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2003,By Fire/Self Immolation,0,0,0,0,0,0,0,0,2,0,0,2,2
ARUNACHAL PRADESH,2003,By Fire-Arms,0,0,1,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2003,By Hanging,3,10,21,12,1,47,1,12,7,2,0,22,69
ARUNACHAL PRADESH,2003,By Consuming Insecticides,0,0,0,0,0,0,0,0,1,0,0,1,1
ARUNACHAL PRADESH,2003,By Consuming Other Poison,0,1,3,0,1,5,0,2,0,0,0,2,7
ARUNACHAL PRADESH,2003,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003,Total,3,11,26,12,2,54,1,14,10,2,0,27,81
ARUNACHAL PRADESH,2003,Total (Poison),0,1,3,0,1,5,0,2,1,0,0,3,8
ARUNACHAL PRADESH,2003,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By Drowning,0,2,1,0,0,3,0,0,0,0,0,0,3
ARUNACHAL PRADESH,2004,By Fire/Self Immolation,0,0,1,0,0,1,0,0,2,0,0,2,3
ARUNACHAL PRADESH,2004,By Fire-Arms,0,1,1,0,0,2,0,0,1,0,0,1,3
ARUNACHAL PRADESH,2004,By Hanging,1,13,19,4,0,37,4,12,8,0,0,24,61
ARUNACHAL PRADESH,2004,By Consuming Insecticides,0,0,0,1,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2004,By Consuming Other Poison,0,2,2,1,0,5,0,1,2,0,0,3,8
ARUNACHAL PRADESH,2004,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2004,Total,1,18,24,6,0,49,4,13,13,0,0,30,79
ARUNACHAL PRADESH,2004,Total (Poison),0,2,2,2,0,6,0,1,2,0,0,3,9
ARUNACHAL PRADESH,2004,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By Drowning,0,0,2,0,1,3,0,0,0,0,0,0,3
ARUNACHAL PRADESH,2005,By Fire/Self Immolation,0,0,0,0,0,0,0,0,1,0,0,1,1
ARUNACHAL PRADESH,2005,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By Hanging,0,12,25,3,3,43,0,8,7,1,0,16,59
ARUNACHAL PRADESH,2005,By Consuming Insecticides,0,1,1,0,0,2,0,1,0,0,1,2,4
ARUNACHAL PRADESH,2005,By Consuming Other Poison,0,0,0,0,0,0,0,1,1,0,0,2,2
ARUNACHAL PRADESH,2005,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By Jumping from (Other sites),0,0,0,1,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2005,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2005,Total,0,13,28,4,4,49,0,10,9,1,1,21,70
ARUNACHAL PRADESH,2005,Total (Poison),0,1,1,0,0,2,0,2,1,0,1,4,6
ARUNACHAL PRADESH,2005,Total (Jumping),0,0,0,1,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2006,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By Drowning,0,0,2,1,0,3,0,2,0,0,0,2,5
ARUNACHAL PRADESH,2006,By Fire/Self Immolation,0,0,0,0,0,0,0,1,0,0,0,1,1
ARUNACHAL PRADESH,2006,By Fire-Arms,0,1,2,0,0,3,0,0,0,0,0,0,3
ARUNACHAL PRADESH,2006,By Hanging,1,19,41,18,0,79,3,12,12,3,0,30,109
ARUNACHAL PRADESH,2006,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By Consuming Other Poison,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,By Other means (please specify),0,8,0,2,1,11,0,0,0,0,0,0,11
ARUNACHAL PRADESH,2006,Total,1,28,45,21,1,96,3,15,12,3,0,33,129
ARUNACHAL PRADESH,2006,Total (Poison),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2006,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By Over Alcoholism,0,0,0,1,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2007,By Drowning,1,0,2,2,0,5,0,0,0,0,0,0,5
ARUNACHAL PRADESH,2007,By Fire/Self Immolation,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By Fire-Arms,0,5,7,0,0,12,0,0,2,0,0,2,14
ARUNACHAL PRADESH,2007,By Hanging,1,30,26,4,3,64,3,12,3,2,0,20,84
ARUNACHAL PRADESH,2007,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By Consuming Other Poison,0,1,2,0,0,3,0,1,3,0,0,4,7
ARUNACHAL PRADESH,2007,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By Jumping from (Other sites),0,0,0,0,0,0,0,1,0,0,0,1,1
ARUNACHAL PRADESH,2007,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2007,By Other means (please specify),0,3,7,3,0,13,2,0,2,0,0,4,17
ARUNACHAL PRADESH,2007,Total,2,39,44,10,3,98,5,14,10,2,0,31,129
ARUNACHAL PRADESH,2007,Total (Poison),0,1,2,0,0,3,0,1,3,0,0,4,7
ARUNACHAL PRADESH,2007,Total (Jumping),0,0,0,0,0,0,0,1,0,0,0,1,1
ARUNACHAL PRADESH,2008,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By Drowning,0,0,1,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2008,By Fire/Self Immolation,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By Fire-Arms,0,1,1,0,0,2,0,0,0,0,0,0,2
ARUNACHAL PRADESH,2008,By Hanging,2,39,22,7,0,70,0,19,13,1,0,33,103
ARUNACHAL PRADESH,2008,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By Consuming Other Poison,0,2,1,0,0,3,0,0,0,0,0,0,3
ARUNACHAL PRADESH,2008,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By Jumping from (Building),0,1,0,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2008,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2008,Total,2,43,25,7,0,77,0,19,13,1,0,33,110
ARUNACHAL PRADESH,2008,Total (Poison),0,2,1,0,0,3,0,0,0,0,0,0,3
ARUNACHAL PRADESH,2008,Total (Jumping),0,1,0,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2009,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By Drowning,0,0,1,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2009,By Fire/Self Immolation,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By Fire-Arms,0,1,1,0,0,2,0,0,0,0,0,0,2
ARUNACHAL PRADESH,2009,By Hanging,2,39,22,7,0,70,0,19,13,1,0,33,103
ARUNACHAL PRADESH,2009,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By Consuming Other Poison,0,2,1,0,0,3,0,0,0,0,0,0,3
ARUNACHAL PRADESH,2009,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By Jumping from (Building),0,1,0,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2009,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2009,Total,2,43,25,7,0,77,0,19,13,1,0,33,110
ARUNACHAL PRADESH,2009,Total (Poison),0,2,1,0,0,3,0,0,0,0,0,0,3
ARUNACHAL PRADESH,2009,Total (Jumping),0,1,0,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2010,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,By Drowning,0,3,4,1,1,9,0,0,1,0,0,1,10
ARUNACHAL PRADESH,2010,By Fire/Self Immolation,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,By Fire-Arms,0,1,0,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2010,By Hanging,3,20,18,2,1,44,2,18,7,2,0,29,73
ARUNACHAL PRADESH,2010,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,By Consuming Other Poison,0,2,1,0,0,3,0,1,0,0,0,1,4
ARUNACHAL PRADESH,2010,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,By Jumping from (Building),0,3,0,0,0,3,0,0,0,0,0,0,3
ARUNACHAL PRADESH,2010,By Jumping from (Other sites),0,0,1,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2010,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2010,By coming under running vehicles/trains,0,13,4,0,0,17,2,7,0,0,0,9,26
ARUNACHAL PRADESH,2010,By Other means (please specify),1,5,4,3,0,13,0,0,0,0,0,0,13
ARUNACHAL PRADESH,2010,Total,4,47,32,6,2,91,4,26,8,2,0,40,131
ARUNACHAL PRADESH,2010,Total (Poison),0,2,1,0,0,3,0,1,0,0,0,1,4
ARUNACHAL PRADESH,2010,Total (Jumping),0,3,1,0,0,4,0,0,0,0,0,0,4
ARUNACHAL PRADESH,2011,By Over Alcoholism,0,0,2,1,0,3,0,0,0,0,0,0,3
ARUNACHAL PRADESH,2011,By Drowning,1,4,3,0,0,8,1,0,1,0,0,2,10
ARUNACHAL PRADESH,2011,By Fire/Self Immolation,0,0,1,1,0,2,0,0,0,0,0,0,2
ARUNACHAL PRADESH,2011,By Fire-Arms,0,0,1,1,0,2,0,0,0,0,0,0,2
ARUNACHAL PRADESH,2011,By Hanging,2,30,17,15,1,65,4,17,8,1,1,31,96
ARUNACHAL PRADESH,2011,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,By Consuming Other Poison,0,1,3,0,0,4,0,1,0,0,0,1,5
ARUNACHAL PRADESH,2011,By Self Infliction of injury,0,0,0,0,1,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2011,By Jumping from (Building),1,0,0,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2011,By Jumping from (Other sites),0,2,1,0,0,3,0,1,0,0,0,1,4
ARUNACHAL PRADESH,2011,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,By touching electric wires,0,0,4,1,0,5,0,0,0,0,0,0,5
ARUNACHAL PRADESH,2011,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2011,By Other means (please specify),0,1,2,1,1,5,0,0,0,0,0,0,5
ARUNACHAL PRADESH,2011,Total,4,38,34,20,3,99,5,19,9,1,1,35,134
ARUNACHAL PRADESH,2011,Total (Poison),0,1,3,0,1,5,0,1,0,0,0,1,6
ARUNACHAL PRADESH,2011,Total (Jumping),1,2,1,0,0,4,0,1,0,0,0,1,5
ARUNACHAL PRADESH,2012,By Over Alcoholism,0,1,3,1,0,5,0,1,0,0,0,1,6
ARUNACHAL PRADESH,2012,By Drowning,1,5,3,2,0,11,0,2,1,0,0,3,14
ARUNACHAL PRADESH,2012,By Fire/Self Immolation,0,0,0,0,0,0,0,1,0,0,0,1,1
ARUNACHAL PRADESH,2012,By Fire-Arms,0,0,1,0,0,1,0,0,0,0,0,0,1
ARUNACHAL PRADESH,2012,By Hanging,0,15,25,20,1,61,0,12,7,1,0,20,81
ARUNACHAL PRADESH,2012,By Consuming Insecticides,0,3,1,1,0,5,0,2,0,0,0,2,7
ARUNACHAL PRADESH,2012,By Consuming Other Poison,0,0,0,0,0,0,0,1,0,0,0,1,1
ARUNACHAL PRADESH,2012,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2012,By Other means (please specify),0,4,6,7,0,17,0,1,1,0,0,2,19
ARUNACHAL PRADESH,2012,Total,1,28,39,31,1,100,0,20,9,1,0,30,130
ARUNACHAL PRADESH,2012,Total (Poison),0,3,1,1,0,5,0,3,0,0,0,3,8
ARUNACHAL PRADESH,2012,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2001,By Over Alcoholism,1,5,7,3,0,16,0,15,10,0,0,25,41
ASSAM,2001,By Drowning,12,46,63,37,15,173,9,30,28,20,3,90,263
ASSAM,2001,By Fire/Self Immolation,0,2,3,1,0,6,0,0,0,0,0,0,6
ASSAM,2001,By Fire-Arms,0,0,2,0,0,2,0,0,0,0,0,0,2
ASSAM,2001,By Hanging,6,309,359,226,27,927,3,182,109,53,5,352,1279
ASSAM,2001,By Consuming Insecticides,0,15,1,2,0,18,2,13,3,4,0,22,40
ASSAM,2001,By Consuming Other Poison,5,114,130,55,12,316,2,96,82,24,4,208,524
ASSAM,2001,By Self Infliction of injury,0,0,0,0,0,0,0,0,1,2,0,3,3
ASSAM,2001,By Jumping from (Building),0,1,0,1,0,2,0,0,0,0,0,0,2
ASSAM,2001,By Jumping from (Other sites),0,1,0,0,0,1,0,0,0,0,0,0,1
ASSAM,2001,By Jumping off Moving Vehicles/Trains,0,29,34,17,2,82,1,8,6,5,1,21,103
ASSAM,2001,By Machine,0,0,1,0,0,1,0,0,0,0,0,0,1
ASSAM,2001,By Overdose of sleeping pills,0,0,0,1,0,1,0,0,0,0,0,0,1
ASSAM,2001,By touching electric wires,1,21,26,11,0,59,0,6,3,0,0,9,68
ASSAM,2001,By coming under running vehicles/trains,0,1,3,2,0,6,0,0,0,0,0,0,6
ASSAM,2001,By Other means (please specify),10,76,73,62,5,226,2,33,32,11,3,81,307
ASSAM,2001,Total,35,620,702,418,61,1836,19,383,274,119,16,811,2647
ASSAM,2001,Total (Poison),5,129,131,57,12,334,4,109,86,30,4,233,567
ASSAM,2001,Total (Jumping),0,2,0,1,0,3,0,0,0,0,0,0,3
ASSAM,2002,By Over Alcoholism,0,1,2,0,0,3,0,0,0,0,0,0,3
ASSAM,2002,By Drowning,5,70,49,37,3,164,9,30,27,15,4,85,249
ASSAM,2002,By Fire/Self Immolation,0,8,12,5,0,25,1,18,21,1,4,45,70
ASSAM,2002,By Fire-Arms,0,0,2,0,0,2,0,0,0,0,0,0,2
ASSAM,2002,By Hanging,10,263,360,188,28,849,5,176,129,50,6,366,1215
ASSAM,2002,By Consuming Insecticides,2,18,17,2,0,39,1,13,5,0,0,19,58
ASSAM,2002,By Consuming Other Poison,2,113,128,85,11,339,6,114,65,30,6,221,560
ASSAM,2002,By Self Infliction of injury,0,0,0,1,1,2,0,0,1,1,0,2,4
ASSAM,2002,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2002,By Jumping from (Other sites),0,5,1,2,0,8,0,0,0,0,0,0,8
ASSAM,2002,By Jumping off Moving Vehicles/Trains,1,6,8,2,2,19,0,2,2,2,0,6,25
ASSAM,2002,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2002,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2002,By touching electric wires,0,14,11,6,0,31,0,0,1,0,0,1,32
ASSAM,2002,By coming under running vehicles/trains,0,10,27,9,1,47,0,3,6,2,0,11,58
ASSAM,2002,By Other means,3,56,63,44,8,174,2,20,18,7,5,52,226
ASSAM,2002,Total,23,564,680,381,54,1702,24,376,275,108,25,808,2510
ASSAM,2002,Total (Poison),4,131,145,88,12,380,7,127,71,31,6,242,622
ASSAM,2002,Total (Jumping),0,5,1,2,0,8,0,0,0,0,0,0,8
ASSAM,2003,By Over Alcoholism,0,0,11,15,3,29,0,0,0,0,0,0,29
ASSAM,2003,By Drowning,19,108,55,46,4,232,14,89,24,13,8,148,380
ASSAM,2003,By Fire/Self Immolation,2,16,9,14,0,41,0,22,15,7,0,44,85
ASSAM,2003,By Fire-Arms,0,5,7,1,0,13,0,0,0,0,0,0,13
ASSAM,2003,By Hanging,13,281,268,128,30,720,14,220,97,46,11,388,1108
ASSAM,2003,By Consuming Insecticides,3,19,11,1,0,34,2,9,1,0,0,12,46
ASSAM,2003,By Consuming Other Poison,10,79,80,35,3,207,11,90,45,10,1,157,364
ASSAM,2003,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2003,By Jumping from (Building),0,7,3,0,0,10,0,9,2,0,0,11,21
ASSAM,2003,By Jumping from (Other sites),1,3,3,7,0,14,2,2,1,2,0,7,21
ASSAM,2003,By Jumping off Moving Vehicles/Trains,0,1,5,5,1,12,0,1,0,1,0,2,14
ASSAM,2003,By Machine,0,0,2,4,0,6,0,0,0,0,0,0,6
ASSAM,2003,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2003,By touching electric wires,1,10,7,4,2,24,0,0,4,1,1,6,30
ASSAM,2003,By coming under running vehicles/trains,1,25,25,14,1,66,0,8,8,4,2,22,88
ASSAM,2003,By Other means (please specify),11,117,71,49,20,268,5,62,28,17,11,123,391
ASSAM,2003,Total,61,671,557,323,64,1676,48,512,225,101,34,920,2596
ASSAM,2003,Total (Poison),13,98,91,36,3,241,13,99,46,10,1,169,410
ASSAM,2003,Total (Jumping),1,10,6,7,0,24,2,11,3,2,0,18,42
ASSAM,2004,By Over Alcoholism,0,1,2,1,2,6,0,0,0,0,0,0,6
ASSAM,2004,By Drowning,13,79,117,66,5,280,8,53,42,19,2,124,404
ASSAM,2004,By Fire/Self Immolation,2,11,14,3,1,31,0,17,14,2,0,33,64
ASSAM,2004,By Fire-Arms,0,1,5,3,0,9,0,0,0,0,0,0,9
ASSAM,2004,By Hanging,16,344,359,192,45,956,5,219,156,55,8,443,1399
ASSAM,2004,By Consuming Insecticides,0,5,2,1,1,9,0,8,1,3,0,12,21
ASSAM,2004,By Consuming Other Poison,6,112,131,48,3,300,3,93,55,20,3,174,474
ASSAM,2004,By Self Infliction of injury,0,6,3,0,0,9,0,2,2,0,0,4,13
ASSAM,2004,By Jumping from (Building),0,3,1,1,0,5,0,1,2,0,0,3,8
ASSAM,2004,By Jumping from (Other sites),2,20,22,1,0,45,0,2,5,2,0,9,54
ASSAM,2004,By Jumping off Moving Vehicles/Trains,0,5,11,4,0,20,0,1,0,0,0,1,21
ASSAM,2004,By Machine,0,4,2,5,1,12,0,0,1,2,0,3,15
ASSAM,2004,By Overdose of sleeping pills,0,0,0,0,0,0,0,1,1,0,0,2,2
ASSAM,2004,By touching electric wires,0,13,12,10,1,36,0,4,0,1,0,5,41
ASSAM,2004,By coming under running vehicles/trains,0,33,19,15,0,67,1,11,5,2,0,19,86
ASSAM,2004,By Other means (please specify),2,54,64,27,13,160,1,34,12,14,1,62,222
ASSAM,2004,Total,41,691,764,377,72,1945,18,446,296,120,14,894,2839
ASSAM,2004,Total (Poison),6,123,136,49,4,318,3,103,58,23,3,190,508
ASSAM,2004,Total (Jumping),2,23,23,2,0,50,0,3,7,2,0,12,62
ASSAM,2005,By Over Alcoholism,0,1,6,4,0,11,0,0,0,0,0,0,11
ASSAM,2005,By Drowning,14,63,84,51,10,222,5,60,41,11,5,122,344
ASSAM,2005,By Fire/Self Immolation,0,0,3,4,1,8,3,4,6,0,0,13,21
ASSAM,2005,By Fire-Arms,0,0,1,0,0,1,0,0,0,0,0,0,1
ASSAM,2005,By Hanging,7,377,375,172,42,973,14,225,137,68,9,453,1426
ASSAM,2005,By Consuming Insecticides,0,1,1,0,0,2,1,0,1,0,0,2,4
ASSAM,2005,By Consuming Other Poison,6,88,99,84,10,287,6,85,68,14,2,175,462
ASSAM,2005,By Self Infliction of injury,0,9,10,6,0,25,1,2,5,2,0,10,35
ASSAM,2005,By Jumping from (Building),0,1,2,1,0,4,0,2,0,0,0,2,6
